date,event
6/6/2024,บริษัทเหมืองขุด Bitcoin รายใหญ่ เพิ่งเทขาย Bitcoin  ที่ขุดได้ 63% จากทั้งหมด 616 BTC ในเดือนพ.ค.
6/6/2024,CEO บริษัทจัดการกองทุน “Franklin Templeton” ชี้ การลงทุนใน Bitcoin ยังอยู่ในช่วงแรกเริ่ม
6/6/2024,"นักวิเคราะห์ CryptoQuant คาดราคา Bitcoin อาจไม่ร่วงต่ำกว่า $69,000 แต่ทำไมถึงเป็นอย่างนั้น?"
6/5/2024,"นักวิเคราะห์ชี้ การเพิ่มขึ้นของราคา Bitcoin ในรอบนี้ อาจทำราคาพุ่งแรงแตะระดับ $85,000"
6/5/2024,ข้อมูลเผยนักลงทุน Bitcoin ในระยะสั้น เพิ่มการถือครอง Bitcoin มากกว่า 1 ล้าน BTC ภายใน 6 เดือน
6/5/2024,"นักวิเคราะห์ชี้ การเพิ่มขึ้นของราคา Bitcoin ในรอบนี้ อาจทำราคาพุ่งแรงแตะระดับ $85,000"
6/4/2024,Bitcoin NFT ทำสถิติใหม่! หลังยอดขายพุ่งทำจุดสูงสุดใหม่ทะลุ 4 พันล้านดอลลาร์
6/4/2024,CEO ของ VanEck คาด มูลค่าตลาด Bitcoin จะพุ่งขึ้นไปอย่างน้อยครึ่งหนึ่งของทองคำ
6/4/2024,นักเทรดคริปโตชื่อดังแนะ ควรซื้อแค่ Bitcoin ตัวเดียว เหรียญอื่น ๆ ใน Top 20 เป็นแค่ “เรื่องตลก”
6/3/2024,"นักเทรดระดับพระกาฬ Peter Brandt คาดราคา Bitcoin อาจแตะ $130,000 หลังการ Halving"
6/3/2024,Chamath Palihapitiya กล่าวว่าการที่ประเทศต่าง ๆ ถือสกุลเงินของตัวเองร่วมกับ Bitcoin นั้นสมเหตุสมผล
6/2/2024,"บรรดาเจ้ามือหน้าใหม่แห่อัดฉีดเงินลงทุนใน Bitcoin ร่วม 100,000 ล้านดอลลาร์"
6/2/2024,Bitcoin พร้อมที่จะพุ่งแล้วหรือยัง? นักวิเคราะห์มีคำตอบ!
6/1/2024,"ตลาดกระทิงเป็นเหตุ ! กระเป๋า Bitcoin มูลค่าเกิน 36 ล้านบาท เกิดใหม่วันละ 2,000 ใบ"
6/1/2024,เจ้ามือช้อน Bitcoin วันละ 1 พันล้านดอลลาร์ เหมือนช่วง Bull Run ในปี 2021
6/1/2024,Peter Brandt ชี้ Bitcoin แข็งค่าต่อเนื่องเทียบทองคำ คาดพักตัวก่อนพุ่งแตะ 100 ออนซ์ต่อ 1 BTC
6/1/2024,"ตลาดกระทิงเป็นเหตุ ! กระเป๋า Bitcoin มูลค่าเกิน 36 ล้านบาท เกิดใหม่วันละ 2,000 ใบ"
6/1/2024,Peter Brandt ชี้ Bitcoin แข็งค่าต่อเนื่องเทียบทองคำ คาดพักตัวก่อนพุ่งแตะ 100 ออนซ์ต่อ 1 BTC
5/31/2024,เครือข่าย Bitcoin เปิดตัวการอัปเกรดล่าสุด Bitcoin Core v27.1rc1 มีอะไรใหม่บ้าง?
5/31/2024,พบเจ้ามือโอน Bitcoin รวมมูลค่ากว่า 1.6 พันล้านดอลลาร์! ออกจากกระดานเทรด Kraken
5/31/2024,"ผู้ร่วมก่อตั้ง Glassnode ชี้ !  Bitcoin จะพุ่งทำ ATH ใหม่ แบบที่ไม่เคยมีมาก่อน หากราคาเบรกทะลุ $72,000"
5/31/2024,มือดีขุดทวีต Michael Saylor เคยสาปส่ง Bitcoin ตอกย้ำวลี “เวลาเปลี่ยน คนเปลี่ยน”
5/31/2024,"วิจัยใหม่เผยมีเศรษฐี Bitcoin เพิ่มขึ้น 1,500 รายต่อวัน แต่พวกเขาทำอะไรหลังรวยแล้ว ?"
5/31/2024,ตัวชี้วัดเผย Bitcoin เคลื่อนไหวสัมพันธ์ไปในทางเดียวกันกับ ทองคำ มากขึ้น สิ่งนี้บ่งบอกถึงอะไร?
5/31/2024,"วิจัยใหม่เผยมีเศรษฐี Bitcoin เพิ่มขึ้น 1,500 รายต่อวัน แต่พวกเขาทำอะไรหลังรวยแล้ว ?"
5/31/2024,“Kingpin” Hacker มือฉมัง! กู้รหัสผ่านกระเป๋าเงิน Bitcoin อายุกว่า 11 ปีได้สำเร็จ รับเงินไปกว่า 70 ล้านบาท
5/31/2024,เครือข่าย Bitcoin เปิดตัวการอัปเกรดล่าสุด Bitcoin Core v27.1rc1 มีอะไรใหม่บ้าง?
5/31/2024,Jack Mallers ซีอีโอของ Strike คาด Bitcoin จะพุ่งแตะ 1 ล้านดอลลาร์ในอีก 18 เดือนข้างหน้า
5/31/2024,"ผู้ร่วมก่อตั้ง Glassnode ชี้ !  Bitcoin จะพุ่งทำ ATH ใหม่ แบบที่ไม่เคยมีมาก่อน หากราคาเบรกทะลุ $72,000"
5/31/2024,Jack Mallers ซีอีโอของ Strike คาด Bitcoin จะพุ่งแตะ 1 ล้านดอลลาร์ในอีก 18 เดือนข้างหน้า
5/29/2024,"รู้จักกับ “Campbell Simpson” ชายผู้โยน Harddisk Bitcoin 1,400 BTC ทิ้งในถังขยะเมื่อ 14 ปีที่แล้ว"
5/28/2024,กราฟ ‘Bitcoin Rainbow Chart’ เผย ! ตอนนี้เป็นช่วงเวลาที่ดีที่สุดในการซื้อ Bitcoin ก่อนที่จะสาย
5/28/2024,Bull Run ที่อ่อนแอที่สุดในรอบ 15 ปี? นักวิเคราะห์ ชี้ ราคา BTC ทรงตัวจริงแต่ขาขึ้นอ่อนแรง
5/28/2024,Michael Saylor ไม่ปลื้ม ! แม้ Bitcoin ETF ได้ไฟเขียว พร้อมกล่าวว่า SEC ทำอุตสาหกรรมคริปโตชะงัก
5/27/2024,Michael Saylor พยักหน้ารับการอนุมัติ Spot Ethereum ETF ชี้อาจส่งผลดีต่อ Bitcoin มากกว่าที่คิด
5/27/2024,Samson Mow คาดว่าจะมี “แท่งเทียนเทพเจ้า” เกิดขึ้นบนกราฟ Bitcoin ในเร็ว ๆ นี้
5/26/2024,Bitcoin กำลังเข้าใกล้ช่วงขาขึ้นหลัง Halving
5/25/2024,"เจ้ามือช้อนซื้อ Bitcoin ร่วม 24,000 BTC ในช่วง 24 ชั่วโมงที่ผ่านมา เกิดอะไรขึ้น?"
5/25/2024,เจ้ามือ Bitcoin เริ่มเคลื่อนไหวมากขึ้น หรือว่าตลาดกระทิงจะกลับมาแล้ว
5/25/2024,"หญิงสาวผู้ใช้ Bitcoin ฟอกเงินกว่า 6,000 ล้านดอลลาร์เตรียมถูกจำคุกร่วม 6 ปี 8 เดือน"
